what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1334620543670
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1334620551947
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620555428
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620577367
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620579476
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620589424
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1334620589492
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334620589714
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334620589853
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620591764
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620594033
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334620596290
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620598914
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620600863
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334620603632
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334620606249
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620606997
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620612499
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334620614719
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620616435
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620617220
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334620618147
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334620622823
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620623658
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620624512
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620626499
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620627552
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334620630333
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334620634480
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620634860
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620636312
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620638806
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620639710
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620641496
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620648608
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334620651089
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620653104
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620654457
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334620656015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334620659867
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620661163
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620662276
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334620665805
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334620666973
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334620669785
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620670537
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620671028
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1334620671818
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334620676837
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334620687148
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334620690602
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1334620692867
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334620694935
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334620695509
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1334620697947
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334620702268
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620703211
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620705632
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1334620708909
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620710432
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620714265
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1334620717884
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1334620719366
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1334620719626
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1334620723795
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1334620724345
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334620725671
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334620738466
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1334620738913
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334620739522
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334620742238
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334620754085
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334620766595
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620774729
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334620798311
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334620799894
