what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334278477080
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334278489423
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1334278490266
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1334278491089
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1334278491225
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334278493221
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334278494950
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334278496880
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334278508143
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334278508347
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334278513102
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334278515065
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334278536835
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334278537033
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334278544543
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1334278546119
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334278546378
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334278566736
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334278570591
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334278572772
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1334278578727
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334278586413
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334278586588
started,bundle,org.eclipse.help.base,3.6.1.v201109091335,"org.eclipse.help.base",1334278586769
started,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1334278586785
