what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333910562052
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333910581816
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1333910581899
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333910583459
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333910625002
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1333910625085
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333910625249
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333910625352
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1333910626491
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333910627804
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333910630204
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333910633885
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1333910638947
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333910639495
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333910646750
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1333910649115
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333910653158
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333910658196
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333910662406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333910664552
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333910955482
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333910956533
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333910959647
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333910961783
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333910963207
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333910964764
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333911234859
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1333911237284
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333911237563
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333911276687
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333911284856
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333911292697
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1333911294373
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333911294669
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333911299005
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333911398207
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333911402767
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1333911405477
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333911405753
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333911413380
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1333911490044
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333911490360
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333911499800
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333911528994
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333911530654
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1333911533529
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333911533813
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333911551993
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333911567698
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1333911603197
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333911603472
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333911611263
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333911615405
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1333911674492
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333911674816
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333911679602
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1333911686298
